,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.6492538452148438,0.567269504070282,0.5524565795477788,0.495931548769585,0.6945394606385088,0.6757361689470553,0.8189764022827148,0.7502115964889526,0.752773011580929,0.6294103529447919,0.7875723324860742,0.734440478551127,0.5635471343994141,0.5081471800804138,0.49128738045692444,0.4151903706567338,0.642982847511402,0.642982847511402
1,0.5680546164512634,0.5639625787734985,0.4601918920154634,0.44111411882056784,0.6599643069601427,0.6573393813206424,0.8082451224327087,0.7761764526367188,0.7345344071643712,0.6602700852546902,0.7797225677356551,0.7445997752660454,0.5155584216117859,0.5438878536224365,0.44977277517318726,0.37370838092288994,0.63110499702558,0.63110499702558
2,0.6913917064666748,0.6354325413703918,0.5892685394026087,0.5543856625039669,0.7120116993852865,0.6980443188578227,0.7392981648445129,0.8079155087471008,0.6441055524677199,0.7278253042079581,0.7396859733564075,0.7754593826426069,0.5357149839401245,0.5622279644012451,0.46752119064331055,0.38020034327477603,0.6262790005948841,0.6262790005948841
3,0.5800268650054932,0.5791794061660767,0.45276559576036685,0.46381198526038786,0.6581920483838986,0.6672615506642872,0.7693901658058167,0.7219161987304688,0.6765569664527452,0.5986889722818102,0.7554260631298108,0.7211125983211051,0.4657195508480072,0.5111903548240662,0.4201890826225281,0.33817722758129615,0.6173755700971644,0.6173755700971644
4,0.6366485953330994,0.6402561664581299,0.5213457131811046,0.5509635334156007,0.6879288122149514,0.6993357128693238,0.8331491351127625,0.8002342581748962,0.786897896037711,0.7093901797130945,0.8079705442287236,0.7716546037411595,0.5944609045982361,0.6350523829460144,0.5349923968315125,0.41730942442906577,0.6468768590124926,0.6468768590124926
5,0.5175377130508423,0.5276140570640564,0.42561971716546554,0.4539127696223953,0.6469090818956971,0.6624132460836804,0.7605690956115723,0.7358521819114685,0.6792591217964761,0.6483458172856977,0.7606213833756964,0.7459415691717892,0.5510583519935608,0.5770941376686096,0.41423553228378296,0.36507086144076945,0.6263682331945271,0.6263682331945271
6,0.5062456130981445,0.445963054895401,0.3998229799069731,0.35717094216536377,0.6380304382312116,0.616230418401745,0.8195791840553284,0.78415447473526,0.7740364174275027,0.7184193435344511,0.8017702305626163,0.7731558596073766,0.45497459173202515,0.4350276589393616,0.30587393045425415,0.2713862383736281,0.5905686099543923,0.5905686099543923
7,0.6662741303443909,0.5864570140838623,0.5720343842535334,0.46994711564855207,0.7095057505453103,0.6661659726353361,0.8008893132209778,0.7386298775672913,0.7395010611074398,0.65452683867291,0.7884186901735982,0.7451558265582656,0.5639857649803162,0.6275927424430847,0.4531847834587097,0.36913598746777254,0.6299672813801309,0.6299672813801309
8,0.48720139265060425,0.43332353234291077,0.38415411383264386,0.35355674308902907,0.6329962324013484,0.6156305770374777,0.7582850456237793,0.7348216772079468,0.6934872138288226,0.6516842061105057,0.7665287617399454,0.7452706722189173,0.5042232275009155,0.5044112205505371,0.3015519380569458,0.25471323340371976,0.5817345825897282,0.5817345825897282
9,0.5419912338256836,0.47184017300605774,0.44309781487842914,0.39139634392584216,0.6564916716240334,0.6372645250842752,0.6945865750312805,0.7582608461380005,0.6046600468274808,0.6943436681122113,0.7265552611180215,0.7616622050366845,0.4824373722076416,0.5069060921669006,0.3816031515598297,0.30740572075347716,0.6040080309339679,0.6040080309339679
