bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b37,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.2174,216,0.219137,4.0258,"0.32,0.35,0.33",9.95255,9.16067,0.203295,0.420234,13,57.2208,0,1,CMAP-000,XPR026_YAPC.311_96H:J02,ctl_untrt,YAPC,J02,XPR026_YAPC.311_96H_X1_B37|XPR026_YAPC.311_96H_X2_B37|XPR026_YAPC.311_96H_X3_B37,XPR026_YAPC.311_96H_X1_B37:J02|XPR026_YAPC.311_96H_X2_B37:J02|XPR026_YAPC.311_96H_X3_B37:J02,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b40,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.1492,112,0.130712,22,"0.48,0.48,0.05",201.5,266,-0.00687841,-0.0175206,0,0,0,1,CMAP-000,XPR031_YAPC.311_96H:E22,ctl_untrt,YAPC,E22,XPR031_YAPC.311_96H_X4_B40|XPR031_YAPC.311_96H_X5_B40|XPR031_YAPC.311_96H_X6_B40,XPR031_YAPC.311_96H_X4_B40:E22|XPR031_YAPC.311_96H_X5_B40:E22|XPR031_YAPC.311_96H_X6_B40:E22,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.3625,213,0.280967,0.310284,"0.27,0.31,0.41",2.11921,0.928031,0.313479,0.510415,10.44,44.588,1,1,CMAP-000,XPR008_YAPC.311_96H:B24,ctl_untrt,YAPC,B24,XPR008_YAPC.311_96H_X1_B35|XPR008_YAPC.311_96H_X2_B35|XPR008_YAPC.311_96H_X3_B35,XPR008_YAPC.311_96H_X1_B35:B24|XPR008_YAPC.311_96H_X2_B35:B24|XPR008_YAPC.311_96H_X3_B35:B24,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b37,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.3988,289,0.343274,5.62722,"0.42,0.39,0.19",19.0963,10.7651,0.160235,0.421299,13,57.2208,0,1,CMAP-000,XPR026_YAPC.311_96H:I01,ctl_untrt,YAPC,I01,XPR026_YAPC.311_96H_X1_B37|XPR026_YAPC.311_96H_X2_B37|XPR026_YAPC.311_96H_X3_B37,XPR026_YAPC.311_96H_X1_B37:I01|XPR026_YAPC.311_96H_X2_B37:I01|XPR026_YAPC.311_96H_X3_B37:I01,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.2069,97,0.143238,4,"0.27,0.39,0.34",41,75.5,0.152894,0.318393,0,0,0,1,CMAP-000,XPR014_YAPC.311_96H:L21,ctl_untrt,YAPC,L21,XPR014_YAPC.311_96H_X1_B35|XPR014_YAPC.311_96H_X2_B35|XPR014_YAPC.311_96H_X3_B35,XPR014_YAPC.311_96H_X1_B35:L21|XPR014_YAPC.311_96H_X2_B35:L21|XPR014_YAPC.311_96H_X3_B35:L21,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.2548,164,0.206693,3.50177,"0.38,0.29,0.33",12.9333,4.5234,0.221748,0.428269,24.9,87.5108,1,1,CMAP-000,XPR017_YAPC.311_96H:E18,ctl_untrt,YAPC,E18,XPR017_YAPC.311_96H_X1_B35|XPR017_YAPC.311_96H_X2_B35|XPR017_YAPC.311_96H_X3_B35,XPR017_YAPC.311_96H_X1_B35:E18|XPR017_YAPC.311_96H_X2_B35:E18|XPR017_YAPC.311_96H_X3_B35:E18,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.3603,164,0.245813,0.265957,"0.32,0.32,0.36",0.80648,3.74356,0.351166,0.424182,10.44,44.588,1,1,CMAP-000,XPR008_YAPC.311_96H:E18,ctl_untrt,YAPC,E18,XPR008_YAPC.311_96H_X1_B35|XPR008_YAPC.311_96H_X2_B35|XPR008_YAPC.311_96H_X3_B35,XPR008_YAPC.311_96H_X1_B35:E18|XPR008_YAPC.311_96H_X2_B35:E18|XPR008_YAPC.311_96H_X3_B35:E18,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b41,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.2487,224,0.238654,20,"0.49,0.49,0.03",275,226.5,-0.0991896,0,0,0,0,1,CMAP-000,XPR033_YAPC.311_96H:N15,ctl_untrt,YAPC,N15,XPR033_YAPC.311_96H_X4_B41|XPR033_YAPC.311_96H_X5_B41|XPR033_YAPC.311_96H_X6_B41,XPR033_YAPC.311_96H_X4_B41:N15|XPR033_YAPC.311_96H_X5_B41:N15|XPR033_YAPC.311_96H_X6_B41:N15,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b35,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.0925,82,0.0880669,26.3901,"0.07,0.46,0.46",64.4075,32.7113,-0.0500685,0.145757,9.03,37.2093,0,1,CMAP-000,XPR009_YAPC.311_96H:M02,ctl_untrt,YAPC,M02,XPR009_YAPC.311_96H_X1_B35|XPR009_YAPC.311_96H_X2.L2_B37|XPR009_YAPC.311_96H_X3_B36,XPR009_YAPC.311_96H_X1_B35:M02|XPR009_YAPC.311_96H_X2.L2_B37:M02|XPR009_YAPC.311_96H_X3_B36:M02,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
b36,,,Unknown,"",96 h,96,h,YAPC.311,CMAP-000,3,0.1459,207,0.175736,15,"0.05,0.48,0.48",188,99.5,-0.00324086,0.267404,0,0,0,1,CMAP-000,XPR018_YAPC.311_96H:C01,ctl_untrt,YAPC,C01,XPR018_YAPC.311_96H_X1_B36|XPR018_YAPC.311_96H_X2_B36|XPR018_YAPC.311_96H_X3_B36,XPR018_YAPC.311_96H_X1_B36:C01|XPR018_YAPC.311_96H_X2_B36:C01|XPR018_YAPC.311_96H_X3_B36:C01,,XPR,UnTrt,0,0,0,1,230,UnTrt__96 h_YAPC,230,UnTrt__96 h
