,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.6642550826072693,0.5799151659011841,0.5701367550031693,0.490883085468219,0.7056266111441601,0.671636426730121,0.8794397711753845,0.8616663813591003,0.8471974455690175,0.8317064470665867,0.8368584716889296,0.8277439024390244,0.49128735065460205,0.4151903849170672,0.642982847511402,0.642982847511402
1,0.6134576201438904,0.598754346370697,0.49888499523666574,0.4790415345504585,0.6762864366448543,0.671056414832441,0.8647375106811523,0.8677055835723877,0.8315557484820394,0.8309844075699496,0.8264651271789878,0.8274117588736861,0.44977280497550964,0.37370839163109537,0.63110499702558,0.63110499702558
2,0.6960310935974121,0.6653090715408325,0.583487375803661,0.5590698556068233,0.7102443981756891,0.6991597263533611,0.8569432497024536,0.8766254186630249,0.8268696950706644,0.8408925061291515,0.8232094893011014,0.8311851411197039,0.46752122044563293,0.3802003488555595,0.6262790005948841,0.6262790005948841
3,0.6147975325584412,0.5911800861358643,0.4898972935096431,0.4720431450629173,0.6743778504858219,0.6709770969660916,0.8681151866912842,0.8632649779319763,0.8405997755334134,0.8299317078216698,0.8341355253907305,0.8272927820741622,0.4201890826225281,0.3381772386907121,0.6173755700971644,0.6173755700971644
4,0.6740062832832336,0.6476898789405823,0.5535410719421131,0.5436105212726061,0.6970751536783661,0.6956672615506643,0.8820922374725342,0.8732447028160095,0.8616176386783874,0.843019338884218,0.8490004146161196,0.8370521845462356,0.5349923968315125,0.4173094370882918,0.6468768590124926,0.6468768590124926
5,0.6015368103981018,0.5615603923797607,0.5125257523503229,0.449253706385751,0.6835960737656157,0.6572104897878247,0.8775343298912048,0.8750620484352112,0.8612895342521347,0.8543300183515702,0.8476457015124474,0.841471676911891,0.41423550248146057,0.3650708693443851,0.6263682331945271,0.6263682331945271
6,0.5222155451774597,0.49140000343322754,0.42179640023070697,0.3944150650391675,0.645322724568709,0.6341339480467976,0.875645637512207,0.8698914647102356,0.8553100573054041,0.8432071241259981,0.8442557640654013,0.8352526604534337,0.30587396025657654,0.2713862502081559,0.5905686099543923,0.5905686099543923
7,0.6378867626190186,0.5870914459228516,0.5558047277480955,0.461820571416139,0.7014797739440809,0.66230418401745,0.881349503993988,0.8563268184661865,0.864613595235046,0.8361439111393059,0.8509788545779028,0.8324831449534007,0.45318472385406494,0.3691359767070405,0.6299672813801309,0.6299672813801309
8,0.5171803832054138,0.4320276379585266,0.40843840695356437,0.35316890385779276,0.6377800912155462,0.6162477691850089,0.8767346143722534,0.8663225173950195,0.8579923675477992,0.8456106649006029,0.8455843383267534,0.8368431489192941,0.301551878452301,0.254713234991698,0.5817345825897282,0.5817345825897282
9,0.5712375044822693,0.5303370356559753,0.46216599522359747,0.4335702165707942,0.6604798730914139,0.653120662304184,0.8698726296424866,0.8520957827568054,0.8460191525030043,0.8263277037163412,0.8380509437023417,0.8237391764161545,0.3816031515598297,0.30740572171550024,0.6040080309339679,0.6040080309339679
