sig_id.x,conditionId,cmap_name,sig_id.y
POL001_HT29_24H:L05,BMS-387032_0.125 uM_24 h,BMS-387032,POL001_MCF7_24H:L05
DOSBIO002_HT29_24H:BRD-K74461819:9.98767,BRD-K74461819_10 uM_24 h,BRD-K74461819,DOSVAL001_MCF7_24H:BRD-K74461819:9.98767
PCL001_HT29_24H:BRD-K30842649:10,BRD-K30842649_10 uM_24 h,BRD-K30842649,PCL001_MCF7_24H:BRD-K30842649:10
CPC006_HT29_24H:BRD-A62809825-001-01-7:10,thapsigargin_10 uM_24 h,thapsigargin,POL001_MCF7_24H:H07
CPC016_HT29_6H:BRD-K37848908-001-03-1:10,ceforanide_10 uM_6 h,ceforanide,CPC016_MCF7_6H:BRD-K37848908-001-03-1:10
CPC012_HT29_6H:BRD-K56653679-001-01-2:10,MD-041_10 uM_6 h,MD-041,CPC012_MCF7_6H:BRD-K56653679-001-01-2:10
CPC013_HT29_6H:A15,YM-155_10 uM_6 h,YM-155,CPC013_MCF7_6H:BRD-K24681473-004-01-4:10
CPC005_HT29_24H:BRD-K69023402-001-02-5:10,thapsigargin_10 uM_24 h,thapsigargin,POL001_MCF7_24H:H07
CPC008_HT29_6H:BRD-K88317944-001-01-5:10,VU-0420364-1_10 uM_6 h,VU-0420364-1,CPC008_MCF7_6H:BRD-K88317944-001-01-5:10
CPC012_HT29_6H:BRD-A20697603-001-05-6:10,thiostrepton_10 uM_6 h,thiostrepton,CPD002_MCF7_6H:BRD-A52627843-001-01-3:10
CPC006_HT29_6H:H15,NVP-AUY922_10 uM_6 h,NVP-AUY922,CPC006_MCF7_6H:BRD-K41859756-001-01-9:10
CPC004_HT29_6H:BRD-K14920963-304-01-9:10,erythrosine_10 uM_6 h,erythrosine,CPC004_MCF7_6H:BRD-K14920963-304-01-9:10
CPC006_HT29_24H:BRD-K12994359-001-07-7:177.6,valdecoxib_200 uM_24 h,valdecoxib,CPC006_MCF7_24H:H02
CPC005_HT29_24H:BRD-A18419789-001-01-4:10,etoposide_10 uM_24 h,etoposide,PBIOA013_MCF7_24H:O07
CPC007_HT29_24H:BRD-K39345836-001-05-8:10,BRD-K39345836_10 uM_24 h,BRD-K39345836,CPC007_MCF7_24H:BRD-K39345836-001-05-8:10
CPC018_HT29_6H:BRD-K77830450-001-02-4:10,forskolin_10 uM_6 h,forskolin,CPC018_MCF7_6H:BRD-K77830450-001-02-4:10
REP.A014_HT29_24H:N19,teroxirone_10 uM_24 h,teroxirone,REP.A014_MCF7_24H:N19
REP.A023_HT29_24H:L01,pinaverium_10 uM_24 h,pinaverium,REP.A023_MCF7_24H:L01
REP.A023_HT29_24H:K13,dorzolamide_10 uM_24 h,dorzolamide,REP.A023_MCF7_24H:K13
REP.A022_HT29_24H:G19,BIBX-1382_10 uM_24 h,BIBX-1382,REP.A022_MCF7_24H:G19
PCLB002_HT29_24H:BRD-K19876534:10,BRD-K19876534_10 uM_24 h,BRD-K19876534,PCLB002_MCF7_24H:BRD-K19876534:10
PCLB003_HT29_24H:BRD-K64606589-001-03-5:0.12,apicidin_0.12 uM_24 h,apicidin,PCLB003_MCF7_24H:BRD-K64606589-001-03-5:0.12
PBIOA020_HT29_24H:M13,BRD-K81491172_10 uM_24 h,BRD-K81491172,PBIOA020_MCF7_24H:M13
PBIOA018_HT29_24H:M06,volasertib_0.04 uM_24 h,volasertib,PBIOA018_MCF7_24H:M06
