sig_id.x,conditionId,cmap_name,sig_id.y
DOSBIO002_HT29_24H:BRD-K20109053:10.0611,BRD-K20109053_10 uM_24 h,BRD-K20109053,DOSBIO002_PC3_24H:BRD-K20109053:10.0611
DOSBIO002_HT29_24H:BRD-K79532217:10.3153,BRD-K79532217_10 uM_24 h,BRD-K79532217,DOSBIO002_PC3_24H:BRD-K79532217:10.3153
DOSBIO002_HT29_24H:BRD-K74461819:9.98767,BRD-K74461819_10 uM_24 h,BRD-K74461819,DOSBIO002_PC3_24H:BRD-K74461819:9.98767
DOSBIO002_HT29_24H:BRD-K67236950:10.6884,BRD-K67236950_10 uM_24 h,BRD-K67236950,DOSVAL002_PC3_24H:BRD-K67236950:10
DOSBIO002_HT29_24H:BRD-K85806228:10.0786,BRD-K85806228_10 uM_24 h,BRD-K85806228,DOSBIO002_PC3_24H:BRD-K85806228:10.0786
POL001_HT29_24H:M13,oligomycin-a_10 uM_24 h,oligomycin-a,POL001_PC3_24H:M13
CPC010_HT29_6H:BRD-U86222656-000-01-7:10,BRD-U86222656_10 uM_6 h,BRD-U86222656,CPC010_PC3_6H:BRD-U86222656-000-01-7:10
CPC006_HT29_6H:B19,COT-10b_40 uM_6 h,COT-10b,CPC006_PC3_6H:BRD-K18190982-002-01-2:44.4
CPC004_HT29_6H:BRD-A62184259-001-02-8:10,cycloheximide_10 uM_6 h,cycloheximide,CPC004_PC3_6H:BRD-K36055864-001-09-3:10
CPC006_HT29_6H:P13,PP-30_12 uM_6 h,PP-30,CPC006_PC3_6H:BRD-K30677119-001-01-0:11.1
CPC013_HT29_6H:L10,MD-II-008-P_10 uM_6 h,MD-II-008-P,CPC013_PC3_6H:BRD-K09854848-001-01-0:10
CPC019_HT29_6H:BRD-K23282736-001-01-1:10,BRD-K23282736_10 uM_6 h,BRD-K23282736,CPC019_PC3_6H:BRD-K23282736-001-01-1:10
CPC006_HT29_24H:BRD-K67075780-001-03-7:160,TGX-115_150 uM_24 h,TGX-115,CPC006_PC3_24H:D18
CPC018_HT29_6H:BRD-A46747628-001-01-9:10,ouabain_10 uM_6 h,ouabain,CPC004_PC3_6H:BRD-A46747628-001-01-9:10
CPC006_HT29_6H:O15,BRD-A28105619_10 uM_6 h,BRD-A28105619,CPC006_PC3_6H:BRD-A28105619-001-01-3:10
CPC004_HT29_6H:BRD-K03109492-001-01-4:10,NSC-663284_10 uM_6 h,NSC-663284,CPC004_PC3_6H:BRD-K03109492-001-01-4:10
CPC015_HT29_6H:BRD-A34806832-001-02-7:10,proscillaridin_10 uM_6 h,proscillaridin,CPC004_PC3_6H:BRD-A34806832-001-02-7:10
CPC008_HT29_6H:BRD-K68833544-001-01-9:10,BRD-K68833544_10 uM_6 h,BRD-K68833544,CPC008_PC3_6H:BRD-K68833544-001-01-9:10
CPC006_HT29_6H:J07,NSC-632839_10 uM_6 h,NSC-632839,CPC006_PC3_6H:BRD-K74402642-003-01-2:10
CPC018_HT29_6H:BRD-K37392901-003-01-7:10,NSC-632839_10 uM_6 h,NSC-632839,CPC006_PC3_6H:BRD-K74402642-003-01-2:10
CPC006_HT29_6H:E02,dorsomorphin_10 uM_6 h,dorsomorphin,CPC006_PC3_6H:BRD-K54233340-300-01-0:10
CPC005_HT29_24H:BRD-A77299732-001-01-6:10,salubrinal_10 uM_24 h,salubrinal,MOAR006_PC3_24H:A19
CPC006_HT29_6H:L23,SN-38_0.37 uM_6 h,SN-38,CPC006_PC3_6H:BRD-A36630025-001-02-6:0.35
CPC005_HT29_6H:BRD-A65767837-001-03-6:10,hydrocortisone-acetate_10 uM_6 h,hydrocortisone-acetate,CPC005_PC3_6H:BRD-A65767837-001-03-6:10
CPC018_HT29_6H:BRD-K80431395-001-02-4:10,triciribine_10 uM_6 h,triciribine,CPC004_PC3_6H:BRD-K80431395-001-02-4:10
CPC018_HT29_6H:BRD-K80431395-001-02-4:10,triciribine_10 uM_6 h,triciribine,CPC002_PC3_6H:BRD-A42649439-001-02-8:10
CPC016_HT29_6H:BRD-K91370081-001-10-3:10,anisomycin_10 uM_6 h,anisomycin,CPC002_PC3_6H:BRD-K91370081-001-10-3:10
CPC008_HT29_6H:BRD-K69097969-001-03-2:10,VU-0418939-2_10 uM_6 h,VU-0418939-2,CPC008_PC3_6H:BRD-K69097969-001-03-2:10
CPC016_HT29_6H:BRD-K35708212-331-03-1:10,ouabain_10 uM_6 h,ouabain,CPC004_PC3_6H:BRD-A46747628-001-01-9:10
CPC006_HT29_24H:BRD-K67566344-001-01-8:10,KU-0063794_10 uM_24 h,KU-0063794,CPC006_PC3_24H:G06
CPC008_HT29_6H:BRD-A03436432-001-04-0:10,BRD-A03436432_10 uM_6 h,BRD-A03436432,CPC008_PC3_6H:BRD-A03436432-001-04-0:10
CPC006_HT29_24H:BRD-A62182663-001-01-4:10,YK-4279_10 uM_24 h,YK-4279,CPC006_PC3_24H:C13
CPC019_HT29_6H:BRD-K60067222-001-01-1:10,BRD-K60067222_10 uM_6 h,BRD-K60067222,CPC019_PC3_6H:BRD-K60067222-001-01-1:10
CPC014_HT29_6H:BRD-U33728988-000-01-6:10,QL-X-138_10 uM_6 h,QL-X-138,CPC014_PC3_6H:BRD-U33728988-000-01-6:10
CPC004_HT29_6H:BRD-K24132293-001-13-7:10,piperlongumine_10 uM_6 h,piperlongumine,CPC004_PC3_6H:BRD-K24132293-001-13-7:10
CPC019_HT29_6H:BRD-K37043259-001-01-8:10,BRD-K37043259_10 uM_6 h,BRD-K37043259,CPC019_PC3_6H:BRD-K37043259-001-01-8:10
CPC015_HT29_6H:BRD-A68930007-001-03-1:10,ouabain_10 uM_6 h,ouabain,CPC004_PC3_6H:BRD-A46747628-001-01-9:10
CPC005_HT29_24H:BRD-K50464341-001-02-6:10,berbamine_10 uM_24 h,berbamine,CPC005_PC3_24H:BRD-K50464341-001-02-6:10
CPC010_HT29_6H:BRD-A18725729-001-08-2:10,BRD-A18725729_10 uM_6 h,BRD-A18725729,CPC010_PC3_6H:BRD-A18725729-001-08-2:10
CPC016_HT29_6H:BRD-A49680073-001-01-9:10,BRD-A49680073_10 uM_6 h,BRD-A49680073,CPC001_PC3_6H:BRD-A49680073-001-01-9:10
CPC014_HT29_6H:BRD-K43797669-001-13-0:10,genistein_10 uM_6 h,genistein,CPC001_PC3_6H:BRD-A36151937-001-01-2:10
CPC020_HT29_6H:BRD-K52522949-001-01-7:10,NCH-51_10 uM_6 h,NCH-51,CPC020_PC3_6H:BRD-K52522949-001-01-7:10
CPC006_HT29_6H:K22,7b-cis_10 uM_6 h,7b-cis,CPC006_PC3_6H:BRD-K61829047-001-01-6:10
CPC014_HT29_6H:BRD-K85985071-001-20-7:10,ellipticine_10 uM_6 h,ellipticine,CPC014_PC3_6H:BRD-K85985071-001-20-7:10
CPC013_HT29_6H:O06,HG-6-64-01_10 uM_6 h,HG-6-64-01,CPC013_PC3_6H:BRD-U37049823-000-01-2:10
CPC013_HT29_6H:E02,BRD-K76236182_10 uM_6 h,BRD-K76236182,CPC013_PC3_6H:BRD-K76236182-001-01-2:10
CPC015_HT29_6H:BRD-A73909368-001-01-5:10,dactinomycin_10 uM_6 h,dactinomycin,CPC010_PC3_6H:BRD-K70578146-001-03-4:10
CPC015_HT29_6H:BRD-A73909368-001-01-5:10,dactinomycin_10 uM_6 h,dactinomycin,CPC003_PC3_6H:BRD-A73909368-001-01-5:10
CPC007_HT29_24H:BRD-K49630153-001-05-6:10,BRD-K49630153_10 uM_24 h,BRD-K49630153,CPC007_PC3_24H:BRD-K49630153-001-05-6:10
CPC005_HT29_6H:BRD-A47513740-001-02-5:10,calyculin_10 uM_6 h,calyculin,CPC005_PC3_6H:BRD-A47513740-001-02-5:10
CPC013_HT29_6H:H22,BRD-K41925105_10 uM_6 h,BRD-K41925105,CPC013_PC3_6H:BRD-K41925105-001-01-6:10
CPC008_HT29_6H:BRD-K64058329-001-04-2:10,BRD-K64058329_10 uM_6 h,BRD-K64058329,CPC008_PC3_6H:BRD-K64058329-001-04-2:10
CPC013_HT29_6H:A12,daunorubicin_10 uM_6 h,daunorubicin,CPC013_PC3_6H:BRD-K17210248-003-01-7:10
CPC019_HT29_6H:BRD-K98824517-001-06-4:10,BRD-K98824517_10 uM_6 h,BRD-K98824517,CPC019_PC3_6H:BRD-K98824517-001-06-4:10
CPC010_HT29_6H:BRD-A37735495-001-10-6:10,BRD-A37735495_10 uM_6 h,BRD-A37735495,CPC010_PC3_6H:BRD-A37735495-001-10-6:10
CPC013_HT29_6H:O02,HG-5-113-01_10 uM_6 h,HG-5-113-01,CPC013_PC3_6H:BRD-U82589721-000-01-4:10
CPC005_HT29_24H:BRD-K04210847-001-01-1:10,tamoxifen_10 uM_24 h,tamoxifen,CPC005_PC3_24H:BRD-K04210847-001-01-1:10
CPC005_HT29_24H:BRD-K32828673-002-03-9:10,chelidonine_10 uM_24 h,chelidonine,CPC005_PC3_24H:BRD-K32828673-002-03-9:10
CPC010_HT29_6H:BRD-K70578146-001-03-4:10,dactinomycin_10 uM_6 h,dactinomycin,CPC010_PC3_6H:BRD-K70578146-001-03-4:10
CPC012_HT29_6H:BRD-K42308740-001-01-5:10,ST-056792_10 uM_6 h,ST-056792,CPC012_PC3_6H:BRD-K42308740-001-01-5:10
CPC014_HT29_6H:BRD-A98283014-003-07-7:10,calmidazolium_10 uM_6 h,calmidazolium,CPC014_PC3_6H:BRD-A26199074-003-02-0:10
CPC005_HT29_24H:BRD-K95655893-001-01-0:10,MAZ-51_10 uM_24 h,MAZ-51,CPC005_PC3_24H:BRD-K95655893-001-01-0:10
CPC006_HT29_24H:BRD-K08417745-001-02-9:88.8,SID-26681509_90 uM_24 h,SID-26681509,CPC006_PC3_24H:D22
CPC006_HT29_6H:D20,BRD-K07303502_80 uM_6 h,BRD-K07303502,CPC006_PC3_6H:BRD-K07303502-001-02-5:80
CPC006_HT29_6H:A19,KU-0060648_10 uM_6 h,KU-0060648,CPC006_PC3_6H:BRD-K09499853-305-01-1:10
CPC012_HT29_6H:BRD-A20697603-001-05-6:10,thiostrepton_10 uM_6 h,thiostrepton,CPC014_PC3_6H:BRD-A20697603-001-06-4:10
CPC013_HT29_6H:D13,BRD-K80346834_10 uM_6 h,BRD-K80346834,CPC013_PC3_6H:BRD-K80346834-001-01-5:10
CPC018_HT29_6H:BRD-K36055864-001-09-3:10,cycloheximide_10 uM_6 h,cycloheximide,CPC004_PC3_6H:BRD-K36055864-001-09-3:10
CPC005_HT29_24H:BRD-A63998256-001-02-3:10,helveticoside_10 uM_24 h,helveticoside,CPC005_PC3_24H:BRD-A63998256-001-02-3:10
CPC005_HT29_24H:BRD-K49049886-001-03-8:10,CGS-15943_10 uM_24 h,CGS-15943,ASG002_PC3_24H:A07
CPC006_HT29_24H:BRD-K00317371-001-02-0:10,RITA_10 uM_24 h,RITA,MOAR002_PC3_24H:I01
CPC013_HT29_6H:L02,BRD-K72451865_10 uM_6 h,BRD-K72451865,CPC013_PC3_6H:BRD-K72451865-001-01-5:10
CPC008_HT29_6H:BRD-K58853583-001-01-1:10,BRD-K58853583_10 uM_6 h,BRD-K58853583,CPC008_PC3_6H:BRD-K58853583-001-01-1:10
CPC010_HT29_6H:BRD-A24643465-001-05-3:10,BRD-A24643465_10 uM_6 h,BRD-A24643465,CPC010_PC3_6H:BRD-A24643465-001-05-3:10
CPC016_HT29_6H:BRD-A17065207-001-06-9:10,brefeldin-a_10 uM_6 h,brefeldin-a,CPC001_PC3_6H:BRD-A17065207-001-06-9:10
CPC008_HT29_6H:BRD-K77547509-001-01-7:10,ML-179_10 uM_6 h,ML-179,CPC008_PC3_6H:BRD-K77547509-001-01-7:10
CPC019_HT29_6H:BRD-K35424586-001-02-4:10,SA-247714_10 uM_6 h,SA-247714,CPC019_PC3_6H:BRD-K35424586-001-02-4:10
CPC005_HT29_24H:BRD-A18419789-001-01-4:10,etoposide_10 uM_24 h,etoposide,CPC005_PC3_24H:BRD-A18419789-001-01-4:10
CPC007_HT29_24H:BRD-K39345836-001-05-8:10,BRD-K39345836_10 uM_24 h,BRD-K39345836,CPC007_PC3_24H:BRD-K39345836-001-05-8:10
CPC012_HT29_6H:BRD-K56196992-001-01-2:10,BRD-K56196992_10 uM_6 h,BRD-K56196992,CPC012_PC3_6H:BRD-K56196992-001-01-2:10
CPC009_HT29_6H:BRD-K03829970-019-01-0:10,BRD-K03829970_10 uM_6 h,BRD-K03829970,CPC009_PC3_6H:G19
CPC006_HT29_6H:D06,Ro-28-1675_150 uM_6 h,Ro-28-1675,CPC006_PC3_6H:BRD-K21672174-001-02-2:160
CPC006_HT29_24H:BRD-A71390734-001-01-7:0.08,idarubicin_0.08 uM_24 h,idarubicin,CPC006_PC3_24H:N01
CPC006_HT29_24H:BRD-A43331270-001-01-6:10,niguldipine_10 uM_24 h,niguldipine,CPC002_PC3_24H:BRD-A62336480-001-02-5:10
CPC006_HT29_24H:BRD-A43331270-001-01-6:10,niguldipine_10 uM_24 h,niguldipine,CPC006_PC3_24H:M07
CPC006_HT29_24H:BRD-K91623615-001-01-9:10,ABT-751_10 uM_24 h,ABT-751,ASG002_PC3_24H:B07
CPC006_HT29_24H:BRD-K08589866-001-01-0:10,linsitinib_10 uM_24 h,linsitinib,MOAR002_PC3_24H:P22
CPC018_HT29_6H:BRD-K73395020-001-01-5:10,ARP-101_10 uM_6 h,ARP-101,CPC001_PC3_6H:BRD-K73395020-001-01-5:10
CPC019_HT29_6H:BRD-K86899078-001-01-2:10,BRD-K86899078_10 uM_6 h,BRD-K86899078,CPC019_PC3_6H:BRD-K86899078-001-01-2:10
CPC008_HT29_6H:BRD-K35046132-001-01-6:10,BRD-K35046132_10 uM_6 h,BRD-K35046132,CPC008_PC3_6H:BRD-K35046132-001-01-6:10
CPC013_HT29_6H:D11,BRD-K06765193_10 uM_6 h,BRD-K06765193,CPC013_PC3_6H:BRD-K06765193-001-05-3:10
CPC006_HT29_24H:BRD-K52075040-001-03-0:44.4,cerulenin_40 uM_24 h,cerulenin,CPC006_PC3_24H:D13
CPC009_HT29_6H:BRD-A16998493-001-01-6:10,etodolac_10 uM_6 h,etodolac,CPC009_PC3_6H:P24
CPC006_HT29_24H:BRD-K06593056-001-02-2:20,LE-135_20 uM_24 h,LE-135,CPC006_PC3_24H:G19
CPC006_HT29_24H:BRD-K53414658-001-01-7:10,tivozanib_10 uM_24 h,tivozanib,CPC006_PC3_24H:M14
CPC019_HT29_6H:BRD-K31706415-001-01-7:10,BRD-K31706415_10 uM_6 h,BRD-K31706415,CPC019_PC3_6H:BRD-K31706415-001-01-7:10
CPC014_HT29_6H:BRD-K49669041-001-02-7:10,BX-912_10 uM_6 h,BX-912,CPC014_PC3_6H:BRD-K49669041-001-02-7:10
CPC014_HT29_6H:BRD-K09790412-001-03-8:10,H-9_10 uM_6 h,H-9,CPC014_PC3_6H:BRD-K09790412-001-03-8:10
CPC008_HT29_6H:BRD-K00910650-001-01-6:10,BRD-K00910650_10 uM_6 h,BRD-K00910650,CPC008_PC3_6H:BRD-K00910650-001-01-6:10
LJP005_HT29_24H:E13,NVP-AEW541_10 uM_24 h,NVP-AEW541,MOAR005_PC3_24H:A19
REP.A017_HT29_24H:H19,DPI-201106_10 uM_24 h,DPI-201106,REP.A017_PC3_24H:H19
REP.A023_HT29_24H:B07,avasimibe_10 uM_24 h,avasimibe,REP.A023_PC3_24H:B07
REP.A024_HT29_24H:M12,olmesartan-medoxomil_0.04 uM_24 h,olmesartan-medoxomil,REP.A024_PC3_24H:M12
REP.A023_HT29_24H:L01,pinaverium_10 uM_24 h,pinaverium,REP.A023_PC3_24H:L01
REP.A016_HT29_24H:K01,etoricoxib_10 uM_24 h,etoricoxib,REP.A016_PC3_24H:K01
REP.A015_HT29_24H:H12,aminolevulinic-acid_0.04 uM_24 h,aminolevulinic-acid,REP.A015_PC3_24H:H12
REP.A022_HT29_24H:C13,SB-743921_10 uM_24 h,SB-743921,PBIOA016_PC3_24H:M01
REP.A023_HT29_24H:G07,mericitabine_10 uM_24 h,mericitabine,REP.A023_PC3_24H:G07
PCLB002_HT29_24H:BRD-K19876534:10,BRD-K19876534_10 uM_24 h,BRD-K19876534,PCLB002_PC3_24H:BRD-K19876534:10
PCLB003_HT29_24H:BRD-K25079130-001-01-1:10,BRD-K25079130_10 uM_24 h,BRD-K25079130,PCLB003_PC3_24H:BRD-K25079130-001-01-1:10
PCLB003_HT29_24H:BRD-K21001652-001-01-7:10,BRD-K21001652_10 uM_24 h,BRD-K21001652,PCLB003_PC3_24H:BRD-K21001652-001-01-7:10
PCLB003_HT29_24H:BRD-K16410418-001-02-0:10,BRD-K16410418_10 uM_24 h,BRD-K16410418,PCLB003_PC3_24H:BRD-K16410418-001-02-0:10
PCLB003_HT29_24H:BRD-K56411643-001-02-6:10,BRD-K56411643_10 uM_24 h,BRD-K56411643,PCLB003_PC3_24H:BRD-K56411643-001-02-6:10
