sig_id.x,conditionId,cmap_name,sig_id.y
DOSBIO002_HT29_24H:BRD-K87838848:9.99211,BRD-K87838848_10 uM_24 h,BRD-K87838848,DOSBIO002_MCF7_24H:BRD-K87838848:9.99211
PCL001_HT29_24H:BRD-A18497530:1.11,5-iodotubercidin_1.11 uM_24 h,5-iodotubercidin,PCL001_MCF7_24H:BRD-A18497530:1.11
DOSBIO002_HT29_24H:BRD-K15524596:10.0448,BRD-K15524596_10 uM_24 h,BRD-K15524596,DOSBIO002_MCF7_24H:BRD-K15524596:10.0448
PCL001_HT29_24H:BRD-K77620628:10,BRD-K77620628_10 uM_24 h,BRD-K77620628,PCL001_MCF7_24H:BRD-K77620628:10
DOSBIO001_HT29_24H:BRD-K95208083:10.0207,SA-1457472_10 uM_24 h,SA-1457472,DOSBIO001_MCF7_24H:BRD-K95208083:10.0207
PCL001_HT29_24H:BRD-K24821794:10,SGC-CBP30_10 uM_24 h,SGC-CBP30,PCL001_MCF7_24H:BRD-K24821794:10
PCL001_HT29_24H:BRD-K30842649:10,BRD-K30842649_10 uM_24 h,BRD-K30842649,PCL001_MCF7_24H:BRD-K30842649:10
PCL001_HT29_24H:BRD-K21532219:10,UMB-32_10 uM_24 h,UMB-32,PCL001_MCF7_24H:BRD-K21532219:10
PCL001_HT29_24H:BRD-K43471985:10,OTX-015_10 uM_24 h,OTX-015,MUC.CP008_MCF7_24H:H01
DOSBIO002_HT29_24H:BRD-K85806228:10.0786,BRD-K85806228_10 uM_24 h,BRD-K85806228,DOSBIO002_MCF7_24H:BRD-K85806228:10.0786
POL001_HT29_24H:M13,oligomycin-a_10 uM_24 h,oligomycin-a,POL001_MCF7_24H:M13
DOSBIO002_HT29_24H:BRD-K37184875:10.0483,BRD-K37184875_10 uM_24 h,BRD-K37184875,DOSBIO002_MCF7_24H:BRD-K37184875:10.0483
PCL001_HT29_24H:BRD-K25167492:10,BRD-K25167492_10 uM_24 h,BRD-K25167492,PCL001_MCF7_24H:BRD-K25167492:10
DOSBIO001_HT29_24H:BRD-K74318028:10.53,BRD-K74318028_10 uM_24 h,BRD-K74318028,DOSBIO001_MCF7_24H:BRD-K74318028:10.53
CPC005_HT29_24H:BRD-K50841342-001-01-6:10,PAC-1_10 uM_24 h,PAC-1,CPC006_MCF7_24H:O10
CPC006_HT29_24H:BRD-K64642496-001-01-6:40,KO-143_40 uM_24 h,KO-143,CPC006_MCF7_24H:O24
CPC007_HT29_24H:BRD-K83213280-001-07-0:10,BRD-K83213280_10 uM_24 h,BRD-K83213280,CPC007_MCF7_24H:BRD-K83213280-001-07-0:10
