,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.721813440322876,0.6886376142501831,0.6506058210043566,0.625460679303892,0.7267893660531698,0.7217280163599181,0.8421230912208557,0.8254261612892151,0.790767538265166,0.7594761026306541,0.8037274586354342,0.7863752556237219,0.7143815159797668,0.7282200455665588,0.5206855535507202,0.3809983928948904,0.6626022494887526,0.6626022494887526
1,0.6633457541465759,0.6525768637657166,0.5688865124920862,0.5793895896874017,0.6998210633946831,0.7055981595092025,0.8377820253372192,0.816559910774231,0.773720976758153,0.7481819660007729,0.7957705893288717,0.7846114519427403,0.7010948061943054,0.7177725434303284,0.4794166088104248,0.5416300905766587,0.6497188139059304,0.6497188139059304
2,0.7259722948074341,0.6911994218826294,0.6185391060401384,0.606726837085839,0.710838445807771,0.7102760736196319,0.8254638910293579,0.8369298577308655,0.7630983598972273,0.7703433513617254,0.790128276631344,0.7915388548057259,0.6933926343917847,0.7153639197349548,0.5004222393035889,0.2941979950658772,0.6447597137014315,0.6447597137014315
3,0.6220254302024841,0.609180748462677,0.5366798333265463,0.532564191527328,0.6900817995910021,0.686042944785276,0.8297204375267029,0.8238023519515991,0.7641439189236384,0.7486908290233437,0.7931213980293735,0.7841428084526245,0.6873921155929565,0.7098158001899719,0.44552382826805115,0.18329999726952134,0.6358128834355827,0.6358128834355827
4,0.7185566425323486,0.6936898231506348,0.5976300426110228,0.5767215713279807,0.7112730061349694,0.6976738241308794,0.8488903641700745,0.8312816619873047,0.7976347023988063,0.7547071431167588,0.8154024911693624,0.7859236537150648,0.7244391441345215,0.7408137321472168,0.5428716540336609,0.6061370385110191,0.6529907975460123,0.6529907975460123
5,0.628630518913269,0.5862331390380859,0.5872689872004038,0.5526404201912382,0.7103527607361964,0.6933282208588958,0.8470182418823242,0.8275513052940369,0.7942096342746184,0.771855402404606,0.8113218070273285,0.797622699386503,0.7048969268798828,0.7394677996635437,0.45602622628211975,0.5146621157063722,0.654422290388548,0.654422290388548
6,0.5595728158950806,0.5163973569869995,0.5050778761977635,0.4692757118650426,0.6714212678936604,0.6592535787321063,0.8417976498603821,0.8137227296829224,0.7889657273871555,0.7598710861987589,0.8094999070459191,0.7892808452624405,0.6979905366897583,0.7240523099899292,0.3912511467933655,0.2620091465070761,0.6182770961145194,0.6182770961145194
7,0.6439599394798279,0.5948754549026489,0.6034996133638616,0.5763657647245539,0.7129345603271984,0.7001278118609408,0.8532190918922424,0.8057849407196045,0.8056860551193303,0.7614274002920168,0.8198364008179958,0.7926891615541921,0.6842485666275024,0.7295871376991272,0.4556507170200348,0.5708158177059824,0.6522750511247444,0.6522750511247444
8,0.5488044023513794,0.533655047416687,0.48208175878792014,0.47039934909661146,0.6588701431492843,0.6581543967280163,0.8299587368965149,0.8143987655639648,0.7852176375036127,0.76672017486154,0.80556794943298,0.7937286980231766,0.6816571950912476,0.690986692905426,0.3736864924430847,0.1818503613144241,0.6099948875255624,0.6099948875255624
9,0.5690373778343201,0.5527900457382202,0.5108985709127493,0.5028926644045661,0.6757668711656442,0.6732106339468303,0.8291637301445007,0.8049216866493225,0.7707118111330402,0.7594583081310856,0.7942275515895147,0.7884032038173142,0.7046065330505371,0.7035886645317078,0.4139716327190399,0.3306523543316723,0.6286298568507157,0.6286298568507157
