,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.751538872718811,0.6842206120491028,0.6685253536214117,0.623405677584743,0.7338957055214724,0.7231595092024541,0.8353419303894043,0.8134203553199768,0.7795888529176611,0.7422865092756602,0.7989775051124746,0.7779567143830948,0.603280782699585,0.5986401438713074,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.6833906173706055,0.6911380887031555,0.5730731538970621,0.5810088385795488,0.6985429447852761,0.708077709611452,0.8249064683914185,0.8058820366859436,0.758185448766323,0.7324304123534199,0.7896820970440602,0.7760906612133606,0.5719943642616272,0.5918682217597961,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,0.7933811545372009,0.7513299584388733,0.6886015142269295,0.6651811190631755,0.7423057259713701,0.7378834355828221,0.806941032409668,0.8181992173194885,0.7460385113476985,0.7523894102218921,0.7798196690834728,0.7822597137014315,0.5595600605010986,0.5916297435760498,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,0.7155734300613403,0.6797453165054321,0.5853097770467027,0.5880971524095024,0.710838445807771,0.7121676891615542,0.8203211426734924,0.8110949397087097,0.7554857200632668,0.7369156481133553,0.7883993307306192,0.7768916155419223,0.514840841293335,0.565721333026886,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,0.7418948411941528,0.6940069794654846,0.6316011397531736,0.609627821614278,0.7222648261758691,0.7158231083844581,0.8373107314109802,0.8178077936172485,0.782228662121965,0.7391759269173813,0.8053355642312701,0.778902522154056,0.6023678779602051,0.6169813275337219,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,0.696427047252655,0.6474559903144836,0.5965969392878316,0.5671995905085154,0.7137525562372188,0.6991308793456034,0.8379427194595337,0.8201979994773865,0.7845216703902321,0.7634722002814739,0.8083472764454361,0.7932856169052488,0.5693155527114868,0.6086212396621704,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,0.6845260858535767,0.610943078994751,0.5684060720246602,0.538278716563392,0.6972137014314927,0.6868865030674847,0.836851954460144,0.7998601198196411,0.7842059275009067,0.7378530463941416,0.8080312325711102,0.7792348329925017,0.5310086011886597,0.5559028387069702,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,0.7388721704483032,0.6485499739646912,0.670744060035503,0.6036378116197053,0.7422546012269938,0.7164877300613497,0.8421422243118286,0.7985112071037292,0.7859605654747818,0.7503231938763519,0.8119538947759806,0.7887355146557601,0.555001974105835,0.6118075251579285,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,0.6556323170661926,0.6043408513069153,0.5299714862062992,0.5061388952042996,0.6848670756646216,0.6732617586912065,0.8192787170410156,0.8105342984199524,0.770688539026632,0.7638749797166665,0.7982059862427959,0.7929873892297205,0.5311231017112732,0.5424445867538452,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,0.6585809588432312,0.6282873749732971,0.5694389265912256,0.5734986952219605,0.6980828220858896,0.7035020449897751,0.8156448602676392,0.7878413796424866,0.7587893352339403,0.741594805102761,0.7904629113218068,0.7811775732788003,0.5545705556869507,0.5769667625427246,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
