,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.7191676497459412,0.6340458989143372,0.6452109807490768,0.5960440019470175,0.7250766871165644,0.7123977505112474,0.7978333234786987,0.7794626951217651,0.729829080657456,0.6959904388401768,0.7739449711842352,0.7557685753237902,0.5719665884971619,0.527932345867157,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.6944981217384338,0.7029295563697815,0.5926918678214886,0.6029329314792597,0.7068762781186093,0.7182515337423313,0.7959271669387817,0.7803633213043213,0.7195866302286327,0.6975045282979139,0.7702639895891431,0.7585463531015678,0.5752583146095276,0.5792626738548279,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,0.7819709777832031,0.7401555776596069,0.6670412852324759,0.6461905941740731,0.7294222903885481,0.727965235173824,0.7845213413238525,0.7921873331069946,0.712944407029164,0.7056657518435592,0.7670198921732664,0.7603783231083845,0.5538674592971802,0.5604358315467834,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,0.7044318914413452,0.6753047704696655,0.5759980527590894,0.5744487700699518,0.7070807770961145,0.7077965235173824,0.7693025469779968,0.7721416354179382,0.6735875995210068,0.6725803889769757,0.7509946086633202,0.7491990456714384,0.4928337335586548,0.5375654697418213,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,0.7351956367492676,0.6905444860458374,0.6230746873734712,0.5910356491356714,0.7228271983640082,0.7023006134969325,0.7994186878204346,0.782308042049408,0.7422647480745751,0.6857535272129627,0.7867075664621676,0.7542603953646899,0.5773574113845825,0.6091634035110474,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,0.7078580856323242,0.651833176612854,0.6117784672915632,0.5637842823358744,0.7224693251533743,0.6984151329243354,0.8057616949081421,0.7899215221405029,0.7409211571020703,0.7212452706621111,0.7868098159509203,0.7746506475800955,0.5659956336021423,0.5849653482437134,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,0.6602544784545898,0.578056812286377,0.5512522252340734,0.5189538864865242,0.6918200408997954,0.6775817995910021,0.8033906817436218,0.761419415473938,0.7303429626091019,0.6808374892784966,0.7817438185536345,0.7540644171779142,0.5194656848907471,0.5212213397026062,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,0.7330313324928284,0.6635077595710754,0.6615469310404152,0.6171589384064429,0.7397750511247445,0.7186605316973415,0.8174420595169067,0.7617379426956177,0.7598979016831896,0.7084856678334444,0.7985778025655323,0.76826857532379,0.5268962383270264,0.580983579158783,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,0.6666525602340698,0.6039599776268005,0.54440200217848,0.5222575931855694,0.6855316973415133,0.6811860940695296,0.7908049821853638,0.7701370120048523,0.7324748071917677,0.7028386299937691,0.7776166573712585,0.7617757327880028,0.517596960067749,0.5235821604728699,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,0.6568263173103333,0.6362370848655701,0.5726615735120918,0.5747099362796421,0.6978271983640083,0.7047801635991819,0.7811890244483948,0.7600734829902649,0.7059654553331817,0.7053286689958161,0.7619074177356385,0.764229720518064,0.5591903924942017,0.515471339225769,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
