,F1_score,ClassAccuracy,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,1.0,1.0,0.7449458241462708,0.647800862789154,0.6595414919362063,0.6001144927368849,0.7304959100204499,0.714340490797546,0.8108107447624207,0.7954875826835632,0.7471460521628527,0.72670057843199,0.7832961517010597,0.7730231765507838,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,1.0,1.0,0.6937435865402222,0.685378909111023,0.598585886836958,0.5903967594746835,0.7102505112474438,0.7130879345603272,0.8011834621429443,0.7844271063804626,0.7299796430167284,0.7094851282879543,0.7757482803495075,0.7651584867075665,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,1.0,1.0,0.7893423438072205,0.7432382702827454,0.6911959961588897,0.6664810510764987,0.743021472392638,0.7408997955010225,0.7732523679733276,0.8004616498947144,0.7117098232293813,0.7308798769146719,0.7646681539319576,0.7741990456714383,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,1.0,1.0,0.6943235397338867,0.6643461585044861,0.5758975148376735,0.5708107037642882,0.7035787321063396,0.7061860940695297,0.7880823016166687,0.791576087474823,0.7115292747312498,0.708253937593625,0.7698364008179959,0.7658145875937287,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,1.0,1.0,0.7360649108886719,0.704152524471283,0.6344982960659564,0.6183519071815123,0.7237985685071575,0.7151329243353783,0.8126439452171326,0.7982794046401978,0.7586412443492127,0.7183996481057885,0.7955846811675031,0.769972733469666,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,1.0,1.0,0.6820381879806519,0.6436372995376587,0.6118577954813867,0.5822291076543827,0.7231339468302659,0.7098670756646216,0.8123874664306641,0.8018448352813721,0.7528041325355981,0.7378217895920429,0.7941160066926938,0.7819444444444446,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,1.0,1.0,0.6458916068077087,0.5686815977096558,0.5555792288048819,0.5200470488355113,0.6913343558282208,0.6787832310838446,0.8130702972412109,0.7866775989532471,0.7477480580795942,0.725984787043366,0.7912994980479646,0.7737389229720518,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,1.0,1.0,0.6947680711746216,0.6482517719268799,0.6429950057252769,0.6062059579896389,0.7307515337423313,0.7143149284253579,0.8276018500328064,0.7804854512214661,0.7737800727131497,0.7287089630397364,0.8064324223833426,0.7787576687116565,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,1.0,1.0,0.6403435468673706,0.5761745572090149,0.5198744934508667,0.5011319038266289,0.6774795501022496,0.6740797546012269,0.7977802753448486,0.7852794528007507,0.7440233624344126,0.732775589610356,0.7857036623907792,0.7776073619631901,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,1.0,1.0,0.63853520154953,0.6018168330192566,0.5561154866501175,0.5408972835573318,0.69079754601227,0.6923057259713701,0.7859881520271301,0.770980715751648,0.7242630984384772,0.717916326490269,0.7724298196690834,0.7706714383094752,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
