,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.7500438094139099,0.6730003952980042,0.6641577719685514,0.6175990464922574,0.7346370143149284,0.7186094069529652,0.8359954357147217,0.8193641901016235,0.7772730602071508,0.7582009267972071,0.7965978806469605,0.7884117246080437,0.5989645719528198,0.6051701307296753,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.6968064904212952,0.6990519762039185,0.5716152911742691,0.5903738139114825,0.6976482617586912,0.712116564417178,0.8291648626327515,0.8096464276313782,0.7696628255632737,0.7376676692160705,0.79501766127533,0.7793115201090661,0.5695891976356506,0.5873382091522217,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,0.7974606156349182,0.7547308802604675,0.6979016363798618,0.6782762098012866,0.7480316973415133,0.7441717791411042,0.8093374967575073,0.8268430233001709,0.7564413956258796,0.7654186938181822,0.785954638408626,0.791180981595092,0.5673102736473083,0.5909988284111023,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,0.7212383151054382,0.6747615337371826,0.593917079083153,0.5799462441049951,0.71359918200409,0.7099948875255624,0.8168135285377502,0.8135033249855042,0.7503369051346008,0.741484281094333,0.7857780256553265,0.7793285616905249,0.5196493864059448,0.5700531601905823,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,0.7466771602630615,0.7073658108711243,0.6326205261227079,0.6222357730567092,0.725383435582822,0.7171779141104294,0.842249870300293,0.8209032416343689,0.7917844085366565,0.7486217962945766,0.8108012641754972,0.782183026584867,0.6106913685798645,0.6212014555931091,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,0.6865873336791992,0.6488816142082214,0.5718124691086545,0.5715103688567046,0.7025306748466258,0.7004856850715747,0.8414678573608398,0.8260806202888489,0.7903655575674942,0.771038576174576,0.8112567391708495,0.7970688479890934,0.5676645636558533,0.6159626841545105,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,0.6857216954231262,0.6314347982406616,0.5710988117811758,0.5522243786174796,0.6969580777096114,0.693021472392638,0.8378431797027588,0.8091108798980713,0.7839881107206422,0.7587369945285386,0.805633017289459,0.7908316291751875,0.5302658677101135,0.5460471510887146,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,0.7474556565284729,0.670931875705719,0.6852361059239803,0.6249668581937338,0.7502811860940696,0.7237985685071575,0.8504894971847534,0.8009663820266724,0.8054092753064359,0.7569422610916855,0.8206079196876744,0.7924420586230402,0.559882640838623,0.6083320379257202,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,0.6570261120796204,0.5923380255699158,0.5296261331001519,0.5001084295487457,0.6826431492842536,0.6736963190184049,0.82976895570755,0.8097074031829834,0.7842717410002107,0.7639264308374522,0.8053076780070645,0.7919222903885481,0.5407793521881104,0.5479908585548401,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,0.6572688817977905,0.6353962421417236,0.5855139373611049,0.5865349222501359,0.7055214723926381,0.7106595092024539,0.822023868560791,0.795748770236969,0.7684591106481921,0.7499543928098417,0.7931864658858524,0.7843217450579414,0.5702012181282043,0.5636075735092163,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
